Store_Dept_Date,Weekly_Sales
20_0_2010-10-29,25006.226600000005
23_46_2012-9-14,10.4311
0_65_2011-1-14,29286.636700000003
41_16_2010-10-29,12861.483799999996
20_13_2012-4-13,9118.225100000009
3_71_2012-9-28,11607.958700000007
20_19_2011-7-1,444.0950999999999
2_0_2011-5-27,12903.703200000004
6_35_2011-11-4,4120.555699999997
7_35_2011-8-12,4228.687599999997
4_7_2011-6-3,15879.7412
40_35_2010-12-10,2631.663899999999
24_62_2011-10-21,32375.103599999984
15_57_2011-12-9,11586.486100000002
20_57_2011-4-22,6538.491
13_4_2010-3-5,29261.661700000004
39_33_2010-10-1,37915.13629999998
35_79_2011-7-8,9210.586200000009
32_15_2011-3-4,5652.857200000003
9_78_2011-10-14,7378.54829999999
20_75_2012-6-29,34413.744599999976
17_20_2012-1-20,2942.933400000001
44_47_2010-12-24,137.84300000000007
5_26_2010-2-26,25504.44180000001
41_77_2010-12-17,30875.347999999984
13_78_2012-6-15,3402.4022999999993
36_74_2011-6-3,32447.685699999976
21_18_2012-10-26,1323.8855999999994
0_62_2012-10-5,42630.88490000001
3_70_2012-4-13,23245.28420000001
15_53_2012-2-17,101.72599999999998
28_35_2012-2-10,6523.271899999997
12_6_2012-6-15,54843.67139999997
21_56_2012-8-17,13080.795600000001
12_29_2010-4-30,3457.5843999999993
28_58_2010-8-27,81315.77110000004
26_6_2012-8-31,226.09390000000013
20_57_2012-9-28,5333.977699999998
0_61_2011-8-26,9.4056
27_18_2012-2-10,923.416000000001
39_78_2010-8-6,6647.315900000004
2_76_2010-12-24,71489.57540000002
8_46_2012-1-6,3079.9369000000006
16_8_2011-9-9,374.6578
33_18_2010-3-12,2500.861500000001
11_25_2010-4-2,7030.767300000004
39_24_2010-7-9,4403.2087999999985
44_63_2011-7-1,21637.268400000004
24_35_2012-5-18,5568.4274
25_38_2011-6-10,19.24340000000003
7_11_2010-3-19,3392.2586000000006
39_59_2011-8-5,10425.257200000015
15_73_2010-10-29,45913.3919
35_58_2010-3-12,47009.52919999995
4_79_2012-7-13,14336.459800000002
36_68_2010-5-21,80.55509999999998
10_15_2010-7-30,4015.0958999999984
15_26_2011-1-28,16067.611200000003
20_35_2010-10-8,6417.888299999996
2_68_2011-6-17,1779.8324
20_56_2010-7-30,24839.543100000006
36_43_2010-11-5,1611.1111999999985
30_46_2011-9-30,30.2036
44_28_2011-7-1,1918.26
40_56_2011-11-4,6622.281399999996
40_71_2012-1-27,3603.6881000000017
6_7_2010-6-18,10025.217099999994
13_70_2010-5-14,19520.361100000006
0_57_2010-3-26,3284.3523999999998
3_30_2010-4-30,46224.98080000001
24_5_2011-3-25,16153.74879999999
20_26_2011-1-14,14666.650399999993
19_3_2010-11-5,3620.1953000000044
19_32_2011-5-13,42915.86430000004
3_6_2010-11-5,3564.5692000000026
22_11_2010-4-23,1343.4068
21_39_2012-3-30,12225.004799999997
6_38_2011-7-8,16.509600000000013
17_44_2010-8-20,2406.12
4_10_2010-12-17,76098.57770000004
12_47_2010-5-7,623.9871000000004
17_47_2011-2-25,38.67290000000004
44_10_2010-6-11,22988.4024
27_24_2010-8-13,4053.2707
28_49_2011-2-18,1488.7709
38_55_2012-3-2,890.3990999999999
14_68_2010-9-17,3051.2317
4_73_2012-5-4,100000.0
43_14_2012-9-7,14574.417399999998
37_58_2011-7-15,27.748500000000007
12_79_2010-2-12,22117.456600000012
16_71_2011-2-4,75766.20370000004
25_35_2011-1-21,6296.751799999999
32_22_2012-2-3,3301.441600000001
2_3_2010-9-24,4143.858199999999
5_64_2011-6-24,38078.52579999999
12_19_2011-6-10,644.0231999999999
9_21_2010-6-18,11285.964399999992
34_16_2012-3-16,6306.936699999999
21_53_2012-1-27,207.04399999999995
42_73_2012-9-14,27539.367600000012
9_51_2011-6-24,243.0896
41_29_2011-5-20,3538.4911000000006
1_23_2010-6-18,5479.717699999999
16_23_2010-12-3,4483.904200000001
28_32_2011-8-5,19597.185999999998
35_46_2011-8-5,1588.1589999999999
0_6_2012-1-20,8164.9729999999945
41_77_2012-10-26,28760.456299999983
42_37_2011-11-11,4574.222599999999
20_73_2012-7-6,99758.80549999999
17_15_2011-11-4,3407.6913
39_27_2012-4-13,2858.4372000000003
35_70_2012-8-24,44690.448899999996
44_76_2011-9-2,36328.426399999975
24_70_2010-5-14,14374.421499999988
43_37_2012-5-11,3582.555899999998
10_6_2011-4-8,18296.751000000007
10_37_2011-2-4,5714.9113000000025
18_70_2012-10-12,15539.480300000003
4_75_2012-7-27,88183.63370000003
40_35_2011-11-25,2850.5689999999977
34_1_2011-11-25,23753.608899999992
42_74_2012-7-20,1725.6691999999998
23_37_2010-3-12,9.690199999999997
25_46_2011-5-20,2753.791399999998
2_8_2012-6-8,0.17119999999999988
38_19_2011-3-4,67.15810000000002
42_32_2012-5-18,12879.26390000001
8_34_2011-6-10,20.105
5_51_2012-3-30,394.9899999999998
21_14_2011-6-10,24104.84479999998
22_51_2011-9-9,28.47900000000001
12_69_2010-5-14,32110.738799999996
2_47_2012-3-16,82.41780000000008
3_7_2010-11-5,11695.057899999998
15_49_2011-1-28,448.8906999999997
0_32_2010-2-26,36180.78090000002
3_55_2012-8-17,4931.507100000002
27_29_2011-3-25,2253.3608000000017
15_5_2011-10-21,31067.41879999999
20_16_2012-3-2,17235.6568
26_77_2010-6-25,8725.548700000003
17_25_2012-3-2,2530.9099000000015
19_44_2011-11-4,2441.77
5_14_2010-3-19,32148.875600000007
21_5_2010-2-19,10027.788199999992
41_34_2012-1-20,1018.1735000000015
25_55_2011-5-13,20174.960399999974
16_25_2012-5-18,6349.057599999999
20_53_2010-12-3,1111.2460000000005
43_4_2011-2-25,25769.41319999997
41_11_2010-5-7,9857.60670000001
25_78_2012-1-6,16899.752699999986
41_21_2012-8-3,39171.3963
40_37_2010-8-13,1015.3401999999998
41_15_2011-4-29,6158.655
36_21_2011-6-17,652.3890000000001
20_49_2011-6-3,9939.728
23_68_2010-10-15,59.83759999999998
40_11_2011-12-9,1114.2594999999994
41_15_2012-5-18,5396.266600000003
34_40_2010-8-20,-71.39489999999999
14_20_2010-6-18,8453.5639
0_0_2011-10-14,29052.144600000032
13_57_2010-11-5,6542.232799999995
19_69_2010-12-3,17429.713600000003
11_73_2011-8-5,100000.0
40_48_2011-5-13,2621.8856
0_16_2011-4-15,10478.537799999993
14_57_2010-11-26,5221.536300000003
10_10_2010-11-26,49667.29920000001
21_33_2010-2-26,26960.772000000026
3_46_2010-11-19,4076.8478000000005
17_42_2011-2-11,10940.701700000007
11_66_2012-4-20,21248.333999999984
24_30_2010-8-27,76725.01250000003
10_5_2010-5-7,16299.135700000003
39_56_2012-10-12,19226.78699999999
42_37_2011-5-20,3116.4431
44_59_2011-6-24,7394.346699999995
22_70_2011-11-11,11855.682100000004
2_48_2012-5-11,9297.591499999997
29_51_2010-7-2,15.746200000000014
41_20_2010-6-18,6536.5763
16_12_2012-8-10,6765.522100000005
40_37_2012-1-6,1484.1187999999997
15_70_2012-6-15,72421.23489999994
12_17_2010-6-11,11978.312699999995
5_4_2011-11-18,59712.93570000001
43_37_2012-4-13,3208.9388999999996
11_22_2011-5-27,4737.837799999997
24_64_2012-8-3,19348.349199999997
2_26_2012-1-20,17002.67690000001
9_26_2010-3-26,24060.1138
1_2_2012-8-31,38143.617
27_0_2010-6-25,15129.265800000001
15_12_2010-2-19,10001.646000000008
21_6_2010-11-26,2612.8803999999964
39_19_2010-5-21,735.2055
27_48_2011-2-25,12418.844700000014
3_24_2011-5-13,10072.799799999995
24_13_2010-12-17,11210.402999999998
27_67_2010-5-7,2870.9191000000014
41_63_2012-10-19,48212.39229999998
6_55_2011-10-28,5463.064900000002
2_68_2011-1-7,2139.5809999999988
12_10_2010-5-21,74837.94329999998
28_72_2012-5-25,6765.3688
11_3_2011-11-4,7428.137999999998
37_43_2011-12-16,606.1852999999998
11_32_2010-2-19,43943.89490000005
42_10_2010-7-16,24680.3119
28_10_2012-9-7,50444.52619999999
28_46_2010-10-15,1716.639599999999
11_22_2010-2-26,6591.4876
2_43_2012-6-15,26198.905100000018
5_49_2011-4-8,14756.285100000012
7_78_2012-8-3,2995.8128000000015
2_12_2011-3-25,7248.932000000002
33_17_2011-8-26,15603.241500000006
18_69_2010-5-7,12476.048200000001
30_43_2011-6-17,1134.2755000000004
39_28_2010-6-11,2751.155
11_35_2011-6-17,8987.014099999993
22_48_2010-7-2,5013.251199999998
23_74_2012-10-26,23432.345100000002
41_68_2011-4-1,2080.925600000001
32_66_2010-10-15,16230.22780000001
5_52_2010-9-10,7477.799999999996
10_32_2010-2-5,30835.62230000001
35_76_2012-3-2,85185.18100000007
39_3_2010-10-15,3456.458000000001
6_65_2011-9-16,4673.088800000004
25_9_2010-3-26,1675.229800000001
9_43_2010-2-26,31429.272800000002
5_15_2010-12-24,16962.05499999999
31_3_2011-12-23,83.36479999999997
4_44_2010-3-26,2262.7
35_65_2011-6-17,20494.610500000003
43_39_2011-3-11,18133.434499999985
37_39_2012-7-13,6146.235499999998
11_49_2011-9-30,2060.1497
36_6_2011-5-6,1504.6820999999993
44_42_2012-5-4,36.956299999999985
34_29_2010-10-22,2197.5666
0_63_2011-4-8,35651.574000000015
43_0_2011-10-14,16246.501399999992
23_52_2010-3-12,37.47019999999999
16_14_2010-11-19,29376.758900000004
32_26_2012-6-15,19300.58159999999
31_0_2010-4-16,6102.680999999999
13_7_2011-7-15,7484.5879
44_14_2012-2-24,11521.092200000008
8_3_2010-4-16,7177.587600000002
30_12_2011-5-20,2259.5236999999997
12_1_2010-10-15,40949.38299999994
42_52_2010-6-25,6177.935400000001
33_2_2012-8-24,22590.183500000014
40_15_2011-12-23,1926.5340000000003
8_1_2012-8-3,20297.127100000005
33_71_2010-3-26,81714.02289999991
31_79_2011-4-8,4793.695899999998
40_23_2010-7-9,501.69059999999973
13_67_2010-6-11,345.29239999999976
23_4_2010-4-23,12841.99
41_10_2010-10-15,44167.669799999996
6_75_2011-3-18,848.8651000000002
10_2_2011-7-8,31812.799299999977
18_52_2012-4-27,2933.1580999999987
5_70_2010-12-24,21134.105899999995
34_77_2011-8-26,18850.44810000001
41_72_2012-4-6,45502.48139999999
0_52_2012-4-6,4471.426499999999
28_72_2010-11-19,6169.7193
42_51_2012-1-20,9.618600000000011
40_3_2011-12-23,1809.2696999999998
40_53_2011-11-25,273.9097000000001
21_55_2012-9-14,5405.820499999999
38_58_2010-2-5,77.04159999999996
8_37_2011-1-21,7255.419300000003
3_3_2012-4-6,5486.141699999999
18_37_2012-8-3,3644.2848999999983
14_16_2010-9-3,8177.009400000006
22_11_2012-1-20,1654.2712999999992
22_77_2011-7-15,3553.696099999999
23_72_2012-10-19,31040.97660000001
18_0_2011-2-4,19069.554099999998
21_62_2011-4-22,7839.751999999994
12_51_2010-3-5,1477.2907999999998
38_14_2010-6-11,34.104300000000045
39_26_2010-11-12,13102.376599999996
12_14_2011-6-10,47488.75010000002
40_77_2012-1-27,6053.184500000004
8_27_2012-5-25,1624.7758000000008
19_50_2012-5-18,1695.1997000000001
42_5_2011-6-10,9118.8045
17_13_2011-10-7,7056.878600000002
31_39_2012-3-16,5825.447100000003
3_25_2010-8-27,12494.1509
20_49_2010-10-8,263.00120000000004
9_1_2012-10-26,16019.67600000001
13_49_2011-8-26,422.6947999999999
29_48_2010-4-23,169.2273999999999
16_66_2012-4-20,18140.96770000001
6_64_2011-3-4,21.224600000000027
42_1_2012-7-27,20796.084199999994
44_65_2012-6-15,2718.7014000000017
17_63_2010-8-6,30260.556399999998
16_23_2010-12-24,5433.558499999998
12_79_2011-10-21,19184.789500000006
33_6_2010-2-26,8572.517399999999
10_64_2012-8-3,21488.524399999984
22_76_2012-4-13,19733.737700000005
8_35_2012-7-27,4263.736000000002
22_7_2012-7-20,2153.1580000000013
7_28_2011-4-1,1691.1634
17_38_2012-1-20,28.945299999999992
25_29_2012-9-7,2662.8713000000002
25_20_2010-12-17,5884.1045
23_72_2011-1-14,37200.524100000024
11_5_2010-2-26,24179.516700000007
0_75_2010-5-28,59448.99840000002
23_7_2010-3-5,205.97699999999995
31_4_2011-2-18,9717.019299999996
16_67_2012-4-20,3875.6266000000005
40_27_2010-7-9,1193.4389999999999
34_18_2012-4-27,951.4770000000001
9_18_2012-9-21,2268.8902000000003
35_14_2012-2-10,15287.500599999996
12_58_2011-2-25,98743.9584
35_11_2010-10-22,4543.405500000003
22_19_2011-3-4,203.8163
44_27_2012-9-28,884.6378999999996
14_20_2010-2-26,7624.389799999994
32_55_2010-6-18,17596.197699999982
25_75_2011-7-22,51873.57260000004
1_9_2010-4-2,3290.519499999999
6_15_2011-10-7,5503.1160000000045
0_0_2012-1-27,19660.71010000001
18_23_2012-5-25,841.4363000000001
20_62_2012-9-14,40597.51549999999
33_49_2012-8-17,1503.0330000000001
25_12_2010-8-13,5348.727399999998
14_49_2010-11-26,699.0731999999999
12_21_2012-8-24,42396.049699999996
0_37_2011-10-21,6246.040599999998
10_32_2011-1-14,28356.985099999984
41_59_2010-11-5,20924.58599999999
7_6_2010-10-15,3954.315899999999
10_4_2012-1-6,32410.002500000017
15_73_2010-8-13,43871.6013
12_71_2010-8-6,93610.36950000002
34_10_2011-5-20,25060.12300000002
0_75_2010-6-25,60353.34480000002
9_67_2010-11-19,772.9207000000002
16_78_2011-10-21,17037.651600000005
12_0_2012-4-6,53323.86840000001
19_49_2011-6-3,13390.563000000006
17_78_2012-6-8,2935.433599999996
18_11_2010-6-11,3670.204299999998
1_8_2011-2-18,19291.9787
22_37_2010-2-12,1425.3382000000013
20_77_2012-1-6,32193.86699999997
33_76_2010-10-8,99957.2653
16_7_2010-4-16,13531.92970000001
12_3_2010-4-23,7976.202800000004
22_55_2012-2-24,2064.2366000000006
4_26_2012-2-17,19341.241700000013
28_11_2010-8-6,14968.012399999985
5_17_2012-5-18,12022.97730000001
15_22_2010-6-4,10111.255000000003
11_47_2012-9-14,42.17040000000003
38_53_2011-7-1,363.19400000000024
6_63_2010-4-23,19948.710100000004
3_63_2010-11-12,42391.80359999999
0_52_2010-3-19,5969.192700000001
8_69_2011-12-23,13943.460700000012
18_65_2012-2-3,19097.002299999996
10_22_2010-7-23,6020.921199999999
9_56_2010-6-18,39605.370599999995
28_2_2010-12-3,15130.998
11_18_2011-9-30,1660.7957999999996
39_4_2010-5-14,28945.8516
21_64_2010-11-19,28.467300000000023
14_18_2012-8-24,1804.4704999999992
33_67_2011-12-23,7747.452600000001
36_55_2010-3-19,1097.6464000000008
11_41_2012-7-27,1527.8959999999997
22_37_2012-10-26,2955.5343000000007
25_49_2012-9-7,2710.4327000000008
15_33_2011-11-18,62081.09299999998
17_71_2011-10-7,11958.129099999995
18_56_2011-5-6,15122.660499999984
16_68_2012-7-27,1818.5569999999998
26_66_2010-5-7,3077.656499999997
42_78_2011-2-18,4678.810099999995
24_4_2010-12-10,41455.21169999998
22_57_2012-3-30,1506.1765999999989
17_34_2012-6-1,655.6329000000004
1_47_2010-6-25,473.5304
19_47_2010-3-26,149.8234
9_51_2011-9-30,277.55920000000003
34_55_2011-10-28,5907.439099999996
43_64_2011-11-4,9871.642099999995
0_49_2011-7-22,1167.6788999999983
29_79_2012-1-13,8327.449099999996
24_73_2011-2-18,100000.0
25_52_2012-2-3,3684.1460999999995
29_6_2012-7-6,532.0317999999997
23_35_2011-12-23,57.44390000000002
11_34_2010-10-15,5051.745399999994
13_19_2012-8-3,428.8438999999999
2_72_2012-6-29,38850.45030000003
44_22_2011-5-6,1992.8879999999992
43_68_2012-6-15,2067.5270000000014
33_37_2010-5-21,5170.513599999997
2_20_2012-5-11,9156.311799999998
6_11_2010-9-3,5038.491900000001
14_67_2011-12-2,1300.7778
24_42_2012-6-1,8237.759799999998
38_0_2012-8-24,8104.467499999994
40_4_2012-3-2,11948.9168
36_10_2012-9-28,15991.462000000007
32_59_2010-12-24,21705.183399999998
40_56_2012-8-31,4980.7654
7_75_2010-4-16,142.66899999999984
33_29_2011-9-30,3456.605599999999
7_56_2010-10-29,8626.841299999995
36_71_2011-9-23,50432.710699999996
6_23_2010-8-6,3701.809200000003
0_34_2012-2-17,662.5811000000003
42_20_2012-3-16,1262.4185000000002
25_15_2012-4-6,3763.0827000000004
11_5_2012-1-20,20150.3164
3_27_2012-4-13,3345.883400000002
41_28_2010-9-10,895.1406
33_68_2012-2-24,2435.8779
2_32_2012-8-10,31088.42049999999
30_52_2012-2-10,29.185900000000025
33_76_2010-7-16,100000.0
33_42_2011-4-29,6917.274199999999
24_25_2011-4-22,4068.686899999999
3_25_2012-10-26,10007.543799999998
6_23_2010-12-24,8936.357899999992
12_27_2010-11-5,5215.495100000001
11_47_2011-10-7,67.10600000000004
6_37_2012-9-7,3342.4645
43_22_2010-3-26,2832.3511000000017
7_26_2011-3-11,3905.1414
33_78_2011-12-9,39056.31809999997
9_70_2010-3-12,16244.1526
1_27_2012-8-17,7477.860299999998
15_78_2010-7-16,4375.7252
18_33_2012-4-27,34250.553
6_44_2011-1-28,2290.86
32_76_2011-8-12,99826.52919999996
21_64_2012-9-7,18.309799999999985
21_15_2012-7-13,3416.1518000000005
19_73_2010-9-3,100000.0
35_32_2011-12-2,35391.014899999995
3_73_2012-7-27,25051.62970000002
40_43_2011-7-29,4915.454500000001
31_21_2010-9-24,404.55060000000003
34_20_2011-6-17,2871.3900000000017
27_29_2012-7-27,2469.1914000000024
12_50_2011-1-14,3200.0401
22_59_2010-6-18,3305.173799999998
13_59_2011-4-8,12014.454899999997
24_19_2011-10-7,473.70750000000015
4_50_2010-4-23,7436.3076
27_14_2012-10-12,12337.277300000002
5_22_2012-7-27,5837.4967000000015
25_22_2010-12-24,1995.2625999999973
37_46_2011-10-14,25.680199999999996
10_52_2010-5-28,6641.771099999996
12_52_2011-6-3,8131.8650999999945
37_55_2011-7-29,900.3586999999997
8_50_2012-5-25,1177.6091000000001
0_50_2012-5-25,2854.6979000000006
39_73_2012-7-13,47572.13739999996
34_63_2010-12-17,36420.92999999999
37_66_2011-2-18,8110.193400000003
10_57_2011-6-24,5300.791599999997
14_2_2012-10-19,10971.035000000002
21_11_2011-1-21,2870.0218999999984
35_37_2012-7-13,4248.8943000000045
18_46_2011-5-27,1555.9268999999988
13_30_2010-6-4,37030.423299999966
18_68_2011-1-7,1417.9043999999997
7_9_2012-7-6,1394.4000000000003
21_69_2011-7-8,9394.722400000004
19_14_2010-4-9,36924.930500000024
24_3_2011-11-25,2591.4437
6_17_2011-12-2,7880.629199999997
44_47_2010-2-5,92.39699999999999
25_33_2010-9-10,57846.98970000003
11_25_2011-3-18,7149.099199999998
16_76_2010-3-12,92477.45360000001
7_68_2011-12-23,5644.347799999998
38_68_2011-9-30,137.6539
24_49_2010-10-1,1840.2545999999995
30_11_2012-3-30,40.31120000000001
11_77_2011-1-7,28826.164399999998
35_63_2011-11-11,36124.33170000001
41_10_2010-2-19,47389.18859999997
33_69_2010-6-11,13496.119499999997
31_63_2012-2-3,10856.71070000001
11_64_2010-12-17,30644.74030000002
2_63_2010-6-4,33753.42839999999
3_11_2010-4-23,7165.876199999996
14_65_2012-10-26,11733.143000000004
7_48_2010-7-23,6497.902200000002
10_18_2010-3-12,2478.3830000000003
1_77_2010-7-2,9613.458599999994
20_71_2011-11-4,86052.13119999999
15_14_2011-7-15,47703.53200000003
12_1_2011-1-14,35760.774400000024
27_19_2011-9-2,148.93060000000003
28_70_2011-3-18,13918.23309999999
34_0_2010-10-29,23200.018800000013
44_14_2010-7-9,9115.332400000008
16_79_2011-5-13,9167.757700000002
44_21_2010-12-10,8205.303799999992
13_30_2010-3-5,43303.08410000002
38_35_2011-12-2,63.8561
40_14_2011-7-29,5632.349700000005
30_6_2012-3-2,2447.497799999999
27_69_2010-4-2,4225.0783999999985
7_10_2012-3-30,24073.6121
43_64_2012-1-27,9434.227600000002
14_24_2011-2-25,5391.913000000003
6_2_2010-8-20,11399.902900000003
16_19_2011-3-11,640.9741000000006
3_49_2010-10-8,266.0710000000001
44_59_2012-7-13,8111.534899999999
37_74_2012-5-11,36535.7418
15_57_2011-4-1,11074.682699999987
26_0_2011-4-22,2587.6487000000006
24_71_2012-7-6,91134.87850000004
32_70_2011-12-30,17173.675
44_9_2010-7-2,1425.8260999999995
14_7_2011-4-29,12941.5147
41_43_2012-7-27,30574.9098
39_16_2012-5-18,9074.020799999991
38_59_2011-1-28,276.3428999999997
13_59_2010-10-8,12649.43880000001
22_49_2011-2-25,2071.9282999999987
41_28_2010-2-5,1256.2509
7_73_2010-12-10,20248.268100000023
19_21_2010-4-23,12596.996899999996
16_6_2011-8-26,17300.68669999999
18_58_2011-9-2,41285.400200000026
8_52_2012-3-16,4038.989899999996
33_32_2011-4-8,54040.73909999999
24_16_2012-5-25,9664.243500000002
40_68_2010-12-17,1146.523200000001
21_50_2012-5-25,545.025
18_37_2011-1-21,3723.9995999999983
1_46_2012-8-31,3977.362299999999
27_77_2010-7-9,20727.02999999999
6_74_2012-4-20,387.23209999999983
34_53_2011-8-19,80.50800000000008
9_56_2010-12-24,97864.75219999999
28_13_2011-12-16,31521.007099999977
16_30_2012-2-10,66457.16309999995
15_17_2010-10-8,15259.416199999989
12_27_2012-1-27,3792.4171
8_37_2011-7-15,6777.718499999995
23_46_2010-9-17,31.95850000000003
41_27_2010-5-28,4934.578299999999
19_18_2012-9-14,2014.8943000000006
2_25_2011-1-28,5140.2723999999935
18_48_2012-3-9,8244.3724
28_19_2011-1-28,545.0974000000004
14_49_2010-4-16,11805.610500000004
18_49_2011-5-13,13816.860299999998
25_37_2010-7-2,3713.8362000000006
8_28_2011-9-16,3230.5051000000008
12_2_2010-6-18,32767.658700000018
32_51_2010-2-12,773.9997999999994
14_57_2010-11-12,4957.032600000001
36_76_2010-5-7,65233.43640000001
17_10_2011-3-4,34445.98260000001
10_28_2012-7-20,1812.8129999999999
8_35_2012-6-29,4495.048599999997
12_22_2012-10-26,4582.2182
18_52_2010-9-17,4331.429799999999
3_13_2011-3-11,12172.564599999998
8_56_2012-9-7,16222.631200000002
36_10_2010-5-21,15472.512600000007
43_46_2010-3-26,2353.9169000000034
6_22_2011-11-25,2782.623200000002
23_7_2010-2-12,867.7704000000001
28_12_2011-8-12,3464.7836999999986
20_15_2011-2-18,8159.034000000003
19_18_2012-5-11,1934.098700000001
14_17_2012-10-19,11543.627199999988
42_48_2012-2-24,8184.136000000004
24_33_2012-6-29,55432.77069999997
34_67_2010-3-5,4385.941200000001
41_32_2012-6-29,34475.01849999998
4_24_2012-9-7,10347.803600000003
23_24_2010-5-28,25.046099999999996
35_7_2011-9-16,11343.690899999992
33_72_2010-8-27,61615.20319999998
9_32_2010-6-4,29694.1425
33_64_2011-1-28,16817.531900000013
21_6_2012-8-31,6887.421199999999
15_25_2011-1-14,5003.426399999998
21_43_2011-12-30,29471.374199999977
9_37_2010-9-3,4899.198000000003
22_52_2010-9-3,1635.451399999999
24_55_2011-11-25,6706.658800000002
15_4_2010-10-8,41310.38610000001
44_19_2010-7-9,174.26530000000002
30_4_2010-3-5,16721.527799999993
7_48_2011-10-14,6326.349500000003
0_78_2012-6-22,34814.34390000002
14_55_2011-7-1,8479.74099999999
16_32_2010-5-21,27561.956100000007
15_18_2011-7-15,2076.9323000000018
24_18_2012-8-10,1041.4954000000005
4_24_2010-6-4,9662.501700000004
34_4_2011-3-18,20570.823899999996
5_51_2010-8-20,755.7231000000003
13_37_2010-9-17,3822.904999999999
6_48_2010-12-24,47880.38390000001
14_16_2010-6-18,11105.0173
13_69_2012-4-20,7569.0895999999975
1_59_2011-1-7,45440.68989999994
33_63_2011-7-29,59176.2129
8_27_2011-1-7,1284.6057000000003
37_8_2010-9-17,275.7275
13_34_2012-6-29,1649.5234000000012
3_22_2010-9-24,5788.9030999999995
37_55_2010-9-10,1148.3170000000011
41_20_2011-8-5,6822.6775
8_0_2010-4-16,25326.5592
13_21_2011-6-3,9164.839799999994
19_65_2010-6-11,32069.49610000001
13_12_2011-11-18,3418.618000000001
9_34_2010-9-24,587.9269000000005
44_39_2010-12-3,12448.51409999999
19_64_2012-9-21,24630.0794
3_58_2012-1-20,51474.537899999974
36_19_2012-7-6,51.0113
30_56_2011-11-4,637.2013000000002
3_79_2012-6-8,549.8765999999996
9_10_2010-12-24,73286.49269999997
39_59_2010-7-23,10763.787400000008
19_21_2011-9-9,27596.48579999998
42_68_2012-8-17,2141.5342999999993
43_49_2012-9-14,2025.6296999999995
19_75_2012-4-20,69420.9781
40_11_2011-10-21,1138.9484999999995
4_10_2011-7-15,78651.3735
17_0_2011-1-28,13712.070999999998
23_65_2011-1-21,11886.160199999993
8_39_2012-9-7,29877.942500000016
17_72_2010-8-27,7171.647599999999
44_24_2011-11-25,5252.683200000007
28_76_2011-11-11,34294.92010000002
28_21_2011-4-8,6949.727600000004
12_49_2012-7-27,1932.4668999999992
8_62_2012-8-17,25853.709999999995
11_3_2012-3-23,8689.922800000002
35_11_2011-2-4,4968.776500000002
3_63_2010-12-3,43617.87680000001
24_56_2011-10-21,14911.228899999995
42_76_2010-7-16,34813.339700000004
8_56_2010-9-17,16241.355199999998
1_37_2011-5-27,7943.552300000003
36_55_2010-12-17,1539.8994000000014
11_51_2011-11-25,1583.8619
15_22_2010-7-9,11184.731600000008
34_53_2012-1-20,87.412
20_26_2011-12-2,17463.7118
23_51_2012-6-15,16.40620000000001
13_52_2012-9-14,2372.9665999999984
18_67_2010-2-12,3611.9829000000013
30_55_2012-6-15,2505.3922000000007
