Store_Dept_Date,Weekly_Sales
35_58_2010-3-12,41065.0
4_79_2012-7-13,12774.42
36_68_2010-5-21,60.7
10_15_2010-7-30,4931.53
15_26_2011-1-28,16874.01
20_35_2010-10-8,6131.87
2_68_2011-6-17,1801.79
20_56_2010-7-30,22214.69
36_43_2010-11-5,1783.68
30_46_2011-9-30,28.19
44_28_2011-7-1,4415.0
40_56_2011-11-4,4030.87
40_71_2012-1-27,3772.32
6_7_2010-6-18,9436.7
13_70_2010-5-14,21655.75
0_57_2010-3-26,2445.91
3_30_2010-4-30,42370.87
24_5_2011-3-25,16275.91
20_26_2011-1-14,20640.22
19_3_2010-11-5,3599.89
19_32_2011-5-13,44329.45
3_6_2010-11-5,3510.43
22_11_2010-4-23,835.24
21_39_2012-3-30,12444.09
6_38_2011-7-8,11.97
17_44_2010-8-20,3124.0
4_10_2010-12-17,73439.45
12_47_2010-5-7,876.94
17_47_2011-2-25,45.92
44_10_2010-6-11,23611.08
27_24_2010-8-13,4071.51
28_49_2011-2-18,760.38
38_55_2012-3-2,733.81
14_68_2010-9-17,3418.22
4_73_2012-5-4,100000.0
43_14_2012-9-7,15046.67
37_58_2011-7-15,17.11
12_79_2010-2-12,21344.55
16_71_2011-2-4,77906.08
25_35_2011-1-21,6492.63
32_22_2012-2-3,2462.88
2_3_2010-9-24,4266.91
5_64_2011-6-24,38852.93
12_19_2011-6-10,642.11
9_21_2010-6-18,10472.2
34_16_2012-3-16,6399.74
21_53_2012-1-27,158.4
42_73_2012-9-14,26015.64
9_51_2011-6-24,332.03
41_29_2011-5-20,3554.68
1_23_2010-6-18,5446.9
16_23_2010-12-3,6524.0
28_32_2011-8-5,19051.66
35_46_2011-8-5,1458.36
0_6_2012-1-20,6766.53
41_77_2012-10-26,27990.84
42_37_2011-11-11,4638.18
20_73_2012-7-6,100000.0
17_15_2011-11-4,2831.47
39_27_2012-4-13,3488.76
35_70_2012-8-24,41054.76
44_76_2011-9-2,37965.1
24_70_2010-5-14,13605.22
43_37_2012-5-11,4049.67
10_6_2011-4-8,23091.11
10_37_2011-2-4,5826.43
18_70_2012-10-12,14580.83
4_75_2012-7-27,77292.63
40_35_2011-11-25,2591.71
34_1_2011-11-25,20601.08
42_74_2012-7-20,1727.84
23_37_2010-3-12,7.0
25_46_2011-5-20,2906.3
2_8_2012-6-8,0.74
38_19_2011-3-4,85.5
42_32_2012-5-18,14117.11
8_34_2011-6-10,1.0
5_51_2012-3-30,377.17
21_14_2011-6-10,26785.67
22_51_2011-9-9,14.96
12_69_2010-5-14,36279.02
2_47_2012-3-16,136.68
3_7_2010-11-5,10509.14
15_49_2011-1-28,531.2
0_32_2010-2-26,36380.36
3_55_2012-8-17,4589.85
27_29_2011-3-25,2013.96
15_5_2011-10-21,31751.92
20_16_2012-3-2,16846.4
26_77_2010-6-25,8667.61
17_25_2012-3-2,2466.86
19_44_2011-11-4,2465.5
5_14_2010-3-19,32429.13
21_5_2010-2-19,10082.98
41_34_2012-1-20,628.41
25_55_2011-5-13,25089.21
16_25_2012-5-18,4085.87
20_53_2010-12-3,1205.6
43_4_2011-2-25,26096.85
41_11_2010-5-7,9269.18
25_78_2012-1-6,17074.91
41_21_2012-8-3,35319.64
40_37_2010-8-13,1048.69
41_15_2011-4-29,4871.61
36_21_2011-6-17,327.97
20_49_2011-6-3,4799.2
23_68_2010-10-15,75.37
40_11_2011-12-9,932.31
41_15_2012-5-18,6428.73
34_40_2010-8-20,-19.0
14_20_2010-6-18,8832.61
0_0_2011-10-14,28762.37
13_57_2010-11-5,5401.48
19_69_2010-12-3,18593.76
11_73_2011-8-5,100000.0
40_48_2011-5-13,2844.04
0_16_2011-4-15,10590.44
14_57_2010-11-26,4005.06
10_10_2010-11-26,48761.19
21_33_2010-2-26,27258.1
3_46_2010-11-19,3536.69
17_42_2011-2-11,11061.73
11_66_2012-4-20,20567.72
24_30_2010-8-27,84765.47
10_5_2010-5-7,15244.73
39_56_2012-10-12,19937.51
42_37_2011-5-20,3149.83
44_59_2011-6-24,7442.44
22_70_2011-11-11,11347.37
2_48_2012-5-11,8780.17
29_51_2010-7-2,9.68
41_20_2010-6-18,8246.34
16_12_2012-8-10,7828.06
40_37_2012-1-6,1388.83
15_70_2012-6-15,68597.06
12_17_2010-6-11,10376.63
5_4_2011-11-18,57614.84
43_37_2012-4-13,2857.87
11_22_2011-5-27,5017.68
24_64_2012-8-3,20346.62
2_26_2012-1-20,16987.32
9_26_2010-3-26,29634.7
1_2_2012-8-31,42982.5
27_0_2010-6-25,14648.99
15_12_2010-2-19,10239.43
21_6_2010-11-26,1641.49
39_19_2010-5-21,692.03
27_48_2011-2-25,15159.79
3_24_2011-5-13,8347.87
24_13_2010-12-17,8548.15
27_67_2010-5-7,2465.95
41_63_2012-10-19,49479.44
6_55_2011-10-28,5138.59
2_68_2011-1-7,1588.6
12_10_2010-5-21,71498.75
28_72_2012-5-25,6700.65
11_3_2011-11-4,8053.77
37_43_2011-12-16,335.1
11_32_2010-2-19,44197.95
42_10_2010-7-16,26505.19
28_10_2012-9-7,53806.55
28_46_2010-10-15,1430.28
11_22_2010-2-26,7222.46
2_43_2012-6-15,22859.11
5_49_2011-4-8,20518.31
7_78_2012-8-3,3019.23
2_12_2011-3-25,6557.67
33_17_2011-8-26,14559.29
18_69_2010-5-7,11168.47
30_43_2011-6-17,1022.2
39_28_2010-6-11,1621.5
11_35_2011-6-17,8495.39
22_48_2010-7-2,4341.08
23_74_2012-10-26,23725.94
41_68_2011-4-1,1880.21
32_66_2010-10-15,15247.61
5_52_2010-9-10,6948.66
10_32_2010-2-5,31225.54
35_76_2012-3-2,86705.74
39_3_2010-10-15,3118.07
6_65_2011-9-16,5146.14
25_9_2010-3-26,1530.97
9_43_2010-2-26,26520.39
5_15_2010-12-24,18032.75
31_3_2011-12-23,96.73
4_44_2010-3-26,1333.0
35_65_2011-6-17,21389.79
43_39_2011-3-11,18044.38
37_39_2012-7-13,6271.7
11_49_2011-9-30,2078.11
36_6_2011-5-6,1398.2
44_42_2012-5-4,2.97
34_29_2010-10-22,3053.8
0_63_2011-4-8,36767.22
43_0_2011-10-14,14034.79
23_52_2010-3-12,86.7
16_14_2010-11-19,42859.65
32_26_2012-6-15,20365.39
31_0_2010-4-16,5422.74
13_7_2011-7-15,7749.59
44_14_2012-2-24,13990.42
8_3_2010-4-16,6958.7
30_12_2011-5-20,2481.78
12_1_2010-10-15,41933.26
42_52_2010-6-25,6886.1
33_2_2012-8-24,21834.9
40_15_2011-12-23,2504.26
8_1_2012-8-3,13867.87
33_71_2010-3-26,82257.81
31_79_2011-4-8,4804.36
40_23_2010-7-9,653.26
13_67_2010-6-11,294.46
23_4_2010-4-23,12334.25
41_10_2010-10-15,43225.83
6_75_2011-3-18,1.98
10_2_2011-7-8,52148.41
18_52_2012-4-27,4479.38
5_70_2010-12-24,20908.03
34_77_2011-8-26,17871.66
41_72_2012-4-6,45494.29
0_52_2012-4-6,5131.26
28_72_2010-11-19,5591.51
42_51_2012-1-20,2.5
40_3_2011-12-23,1326.87
40_53_2011-11-25,176.0
21_55_2012-9-14,4797.79
38_58_2010-2-5,84.36
8_37_2011-1-21,6916.18
3_3_2012-4-6,5690.76
18_37_2012-8-3,4185.72
14_16_2010-9-3,8646.33
22_11_2012-1-20,2452.99
22_77_2011-7-15,3527.29
23_72_2012-10-19,31595.7
18_0_2011-2-4,16173.97
21_62_2011-4-22,8281.62
12_51_2010-3-5,1587.89
38_14_2010-6-11,44.88
39_26_2010-11-12,13136.82
12_14_2011-6-10,49782.08
40_77_2012-1-27,5676.77
8_27_2012-5-25,2024.35
19_50_2012-5-18,280.0
42_5_2011-6-10,8663.65
17_13_2011-10-7,7590.36
31_39_2012-3-16,5867.9
3_25_2010-8-27,11679.54
20_49_2010-10-8,61.0
9_1_2012-10-26,15440.62
13_49_2011-8-26,680.25
29_48_2010-4-23,334.0
16_66_2012-4-20,17803.29
6_64_2011-3-4,26.7
42_1_2012-7-27,18857.83
44_65_2012-6-15,2687.5
17_63_2010-8-6,29058.92
16_23_2010-12-24,6524.0
12_79_2011-10-21,18572.27
33_6_2010-2-26,10733.88
10_64_2012-8-3,20501.75
22_76_2012-4-13,19915.5
8_35_2012-7-27,4884.63
22_7_2012-7-20,2940.1
7_28_2011-4-1,3344.0
17_38_2012-1-20,11.97
25_29_2012-9-7,2139.46
25_20_2010-12-17,9672.78
23_72_2011-1-14,39513.06
11_5_2010-2-26,25802.77
0_75_2010-5-28,57827.97
23_7_2010-3-5,247.18
31_4_2011-2-18,9818.84
16_67_2012-4-20,3860.05
40_27_2010-7-9,1119.0
34_18_2012-4-27,728.02
9_18_2012-9-21,2322.41
35_14_2012-2-10,14318.12
12_58_2011-2-25,100000.0
35_11_2010-10-22,4443.74
22_19_2011-3-4,157.75
44_27_2012-9-28,750.18
14_20_2010-2-26,7582.6
32_55_2010-6-18,18596.39
25_75_2011-7-22,53877.24
1_9_2010-4-2,3331.42
6_15_2011-10-7,5094.08
0_0_2012-1-27,20911.25
18_23_2012-5-25,784.62
20_62_2012-9-14,41460.28
33_49_2012-8-17,1383.1
25_12_2010-8-13,6115.61
14_49_2010-11-26,303.49
12_21_2012-8-24,74394.09
0_37_2011-10-21,6060.67
10_32_2011-1-14,28242.42
41_59_2010-11-5,21057.0
7_6_2010-10-15,2606.63
10_4_2012-1-6,29838.12
15_73_2010-8-13,46527.78
12_71_2010-8-6,99883.25
34_10_2011-5-20,27116.3
0_75_2010-6-25,57827.97
9_67_2010-11-19,803.96
16_78_2011-10-21,17541.1
12_0_2012-4-6,64001.2
19_49_2011-6-3,17171.2
17_78_2012-6-8,3062.36
18_11_2010-6-11,3649.76
1_8_2011-2-18,28327.66
22_37_2010-2-12,1144.74
20_77_2012-1-6,24323.27
33_76_2010-10-8,100000.0
16_7_2010-4-16,12969.12
12_3_2010-4-23,8629.47
22_55_2012-2-24,1078.46
4_26_2012-2-17,21580.04
28_11_2010-8-6,14821.94
5_17_2012-5-18,12586.3
15_22_2010-6-4,11136.72
11_47_2012-9-14,40.92
38_53_2011-7-1,450.0
6_63_2010-4-23,20502.9
3_63_2010-11-12,43088.63
0_52_2010-3-19,7468.33
8_69_2011-12-23,12425.99
18_65_2012-2-3,17733.57
10_22_2010-7-23,6419.74
9_56_2010-6-18,32048.5
28_2_2010-12-3,13157.45
11_18_2011-9-30,1410.72
39_4_2010-5-14,29604.39
21_64_2010-11-19,7.96
14_18_2012-8-24,1834.25
33_67_2011-12-23,7816.43
36_55_2010-3-19,1128.3
11_41_2012-7-27,915.0
22_37_2012-10-26,2949.78
25_49_2012-9-7,3064.73
15_33_2011-11-18,62664.76
17_71_2011-10-7,10167.22
18_56_2011-5-6,13305.13
16_68_2012-7-27,1631.89
26_66_2010-5-7,2981.27
42_78_2011-2-18,4545.86
24_4_2010-12-10,39690.3
22_57_2012-3-30,1530.64
17_34_2012-6-1,478.94
1_47_2010-6-25,400.0
19_47_2010-3-26,238.0
9_51_2011-9-30,299.93
34_55_2011-10-28,5854.16
43_64_2011-11-4,10038.86
0_49_2011-7-22,1127.04
29_79_2012-1-13,8024.05
24_73_2011-2-18,100000.0
25_52_2012-2-3,4694.38
29_6_2012-7-6,503.28
23_35_2011-12-23,27.44
11_34_2010-10-15,5287.97
13_19_2012-8-3,386.09
2_72_2012-6-29,40431.47
44_22_2011-5-6,2310.06
43_68_2012-6-15,1919.92
33_37_2010-5-21,5473.98
2_20_2012-5-11,8716.94
6_11_2010-9-3,4634.28
14_67_2011-12-2,1522.94
24_42_2012-6-1,9009.5
38_0_2012-8-24,7977.82
40_4_2012-3-2,11701.49
36_10_2012-9-28,15626.57
32_59_2010-12-24,27519.84
40_56_2012-8-31,5526.88
7_75_2010-4-16,14.13
33_29_2011-9-30,2992.43
7_56_2010-10-29,7630.2
36_71_2011-9-23,51138.02
6_23_2010-8-6,3268.34
0_34_2012-2-17,761.0
42_20_2012-3-16,1399.99
25_15_2012-4-6,4119.22
11_5_2012-1-20,15337.73
3_27_2012-4-13,3814.48
41_28_2010-9-10,867.5
33_68_2012-2-24,2787.72
2_32_2012-8-10,30537.38
30_52_2012-2-10,7.44
33_76_2010-7-16,100000.0
33_42_2011-4-29,8678.26
24_25_2011-4-22,3232.21
3_25_2012-10-26,9721.97
6_23_2010-12-24,9344.59
12_27_2010-11-5,5595.0
11_47_2011-10-7,19.12
6_37_2012-9-7,3477.55
43_22_2010-3-26,2560.48
7_26_2011-3-11,4448.06
33_78_2011-12-9,44199.09
9_70_2010-3-12,22981.18
1_27_2012-8-17,5489.41
15_78_2010-7-16,4315.0
18_33_2012-4-27,35635.66
6_44_2011-1-28,2353.0
32_76_2011-8-12,100000.0
21_64_2012-9-7,1.57
21_15_2012-7-13,2994.48
19_73_2010-9-3,100000.0
35_32_2011-12-2,36791.05
3_73_2012-7-27,24653.2
40_43_2011-7-29,4412.0
31_21_2010-9-24,305.4
34_20_2011-6-17,2670.0
27_29_2012-7-27,2295.39
12_50_2011-1-14,3834.0
22_59_2010-6-18,3660.93
13_59_2011-4-8,12595.35
24_19_2011-10-7,446.54
4_50_2010-4-23,6602.0
27_14_2012-10-12,11268.5
5_22_2012-7-27,5468.44
25_22_2010-12-24,1906.4
37_46_2011-10-14,38.29
10_52_2010-5-28,6165.6
12_52_2011-6-3,9453.86
37_55_2011-7-29,922.15
8_50_2012-5-25,1285.0
0_50_2012-5-25,4430.0
39_73_2012-7-13,47763.15
34_63_2010-12-17,39045.15
37_66_2011-2-18,7538.46
10_57_2011-6-24,4647.24
14_2_2012-10-19,12658.03
21_11_2011-1-21,2678.52
35_37_2012-7-13,4219.03
18_46_2011-5-27,1870.48
13_30_2010-6-4,32434.59
18_68_2011-1-7,2167.32
7_9_2012-7-6,1363.97
21_69_2011-7-8,9522.8
19_14_2010-4-9,37960.95
24_3_2011-11-25,2085.81
6_17_2011-12-2,6007.51
44_47_2010-2-5,74.97
25_33_2010-9-10,58606.25
11_25_2011-3-18,5486.26
16_76_2010-3-12,83842.71
7_68_2011-12-23,7281.92
38_68_2011-9-30,163.65
24_49_2010-10-1,3156.63
30_11_2012-3-30,12.25
11_77_2011-1-7,28008.1
35_63_2011-11-11,36843.51
41_10_2010-2-19,50810.04
33_69_2010-6-11,14296.97
31_63_2012-2-3,11170.14
11_64_2010-12-17,37807.43
2_63_2010-6-4,33946.53
3_11_2010-4-23,7224.75
14_65_2012-10-26,13375.04
7_48_2010-7-23,7212.52
10_18_2010-3-12,2818.96
1_77_2010-7-2,9954.21
20_71_2011-11-4,94256.46
15_14_2011-7-15,50137.94
12_1_2011-1-14,31325.08
27_19_2011-9-2,139.65
28_70_2011-3-18,14128.41
34_0_2010-10-29,19456.05
44_14_2010-7-9,8570.92
16_79_2011-5-13,9367.2
44_21_2010-12-10,9384.47
13_30_2010-3-5,40408.11
38_35_2011-12-2,48.84
40_14_2011-7-29,5118.7
30_6_2012-3-2,2939.01
27_69_2010-4-2,3867.66
7_10_2012-3-30,23560.8
43_64_2012-1-27,10171.18
14_24_2011-2-25,5355.34
6_2_2010-8-20,11697.47
16_19_2011-3-11,642.68
3_49_2010-10-8,242.0
44_59_2012-7-13,8950.56
37_74_2012-5-11,36670.74
15_57_2011-4-1,11061.82
26_0_2011-4-22,2319.1
24_71_2012-7-6,95268.7
32_70_2011-12-30,31203.0
44_9_2010-7-2,1170.08
14_7_2011-4-29,13346.01
41_43_2012-7-27,47163.41
39_16_2012-5-18,9741.73
38_59_2011-1-28,235.77
13_59_2010-10-8,14870.12
22_49_2011-2-25,3164.15
41_28_2010-2-5,784.0
7_73_2010-12-10,18803.36
19_21_2010-4-23,13535.97
16_6_2011-8-26,16095.43
18_58_2011-9-2,37604.63
8_52_2012-3-16,2884.16
33_32_2011-4-8,53891.67
24_16_2012-5-25,9710.05
40_68_2010-12-17,1004.24
21_50_2012-5-25,385.0
18_37_2011-1-21,3764.26
1_46_2012-8-31,2695.37
27_77_2010-7-9,19948.49
6_74_2012-4-20,405.08
34_53_2011-8-19,61.6
9_56_2010-12-24,100000.0
28_13_2011-12-16,36199.94
16_30_2012-2-10,65014.77
15_17_2010-10-8,17601.44
12_27_2012-1-27,2351.88
8_37_2011-7-15,7277.1
23_46_2010-9-17,18.3
41_27_2010-5-28,5632.0
19_18_2012-9-14,2163.97
2_25_2011-1-28,5060.47
18_48_2012-3-9,9852.04
28_19_2011-1-28,593.05
14_49_2010-4-16,12843.66
18_49_2011-5-13,13364.71
25_37_2010-7-2,3301.98
8_28_2011-9-16,2603.76
12_2_2010-6-18,34508.93
32_51_2010-2-12,832.09
14_57_2010-11-12,4263.84
36_76_2010-5-7,62561.12
17_10_2011-3-4,34839.56
10_28_2012-7-20,524.0
8_35_2012-6-29,4105.82
12_22_2012-10-26,5052.76
18_52_2010-9-17,3967.09
3_13_2011-3-11,12106.0
8_56_2012-9-7,17944.95
36_10_2010-5-21,15202.5
43_46_2010-3-26,2125.67
6_22_2011-11-25,3152.56
23_7_2010-2-12,1775.3
28_12_2011-8-12,2900.65
20_15_2011-2-18,6973.55
19_18_2012-5-11,1975.49
14_17_2012-10-19,10912.96
42_48_2012-2-24,7939.93
24_33_2012-6-29,54933.37
34_67_2010-3-5,5006.51
41_32_2012-6-29,35089.26
4_24_2012-9-7,9592.53
23_24_2010-5-28,31.84
35_7_2011-9-16,10773.85
33_72_2010-8-27,64054.05
9_32_2010-6-4,26541.33
33_64_2011-1-28,13942.27
21_6_2012-8-31,4945.93
15_25_2011-1-14,4548.82
21_43_2011-12-30,28763.63
9_37_2010-9-3,4673.76
22_52_2010-9-3,1628.42
24_55_2011-11-25,5823.03
15_4_2010-10-8,49304.72
44_19_2010-7-9,257.98
30_4_2010-3-5,16877.95
7_48_2011-10-14,6658.41
0_78_2012-6-22,36362.41
14_55_2011-7-1,7870.07
16_32_2010-5-21,27402.1
15_18_2011-7-15,1930.7
24_18_2012-8-10,1187.29
4_24_2010-6-4,9923.55
34_4_2011-3-18,21005.03
5_51_2010-8-20,807.4
13_37_2010-9-17,3711.35
6_48_2010-12-24,39838.44
14_16_2010-6-18,10854.71
13_69_2012-4-20,9686.24
1_59_2011-1-7,41563.59
33_63_2011-7-29,60680.46
8_27_2011-1-7,1234.0
37_8_2010-9-17,1.0
13_34_2012-6-29,1499.32
3_22_2010-9-24,5694.7
37_55_2010-9-10,947.99
41_20_2011-8-5,7241.92
8_0_2010-4-16,27213.81
13_21_2011-6-3,9535.54
19_65_2010-6-11,30552.06
13_12_2011-11-18,2980.78
9_34_2010-9-24,499.83
44_39_2010-12-3,8506.65
19_64_2012-9-21,24770.05
3_58_2012-1-20,40908.0
36_19_2012-7-6,58.88
30_56_2011-11-4,629.55
3_79_2012-6-8,315.02
9_10_2010-12-24,78755.72
39_59_2010-7-23,9537.18
19_21_2011-9-9,25034.71
42_68_2012-8-17,1864.97
43_49_2012-9-14,1942.87
19_75_2012-4-20,81520.44
40_11_2011-10-21,1171.78
4_10_2011-7-15,83048.59
17_0_2011-1-28,14052.99
23_65_2011-1-21,11179.66
8_39_2012-9-7,29105.54
17_72_2010-8-27,6934.97
44_24_2011-11-25,4555.9
28_76_2011-11-11,31258.04
28_21_2011-4-8,7112.01
12_49_2012-7-27,1390.61
8_62_2012-8-17,24268.8
11_3_2012-3-23,8717.85
35_11_2011-2-4,5175.39
3_63_2010-12-3,44727.82
24_56_2011-10-21,13112.73
42_76_2010-7-16,35979.11
8_56_2010-9-17,14265.16
1_37_2011-5-27,7453.55
36_55_2010-12-17,1801.5
11_51_2011-11-25,1396.06
15_22_2010-7-9,12018.78
34_53_2012-1-20,79.2
20_26_2011-12-2,13478.86
23_51_2012-6-15,13.87
13_52_2012-9-14,2538.36
18_67_2010-2-12,3269.78
30_55_2012-6-15,1970.95
8_65_2010-10-22,14218.61
41_22_2012-3-9,4529.78
16_32_2010-2-19,24185.32
12_58_2012-8-31,65049.92
22_17_2010-9-17,2047.25
3_4_2010-10-22,46872.27
11_69_2011-10-14,21313.26
8_4_2010-8-13,23766.7
2_23_2010-12-31,3524.17
5_67_2011-1-21,9497.09
8_3_2012-10-12,7687.06
24_46_2012-3-30,636.59
8_64_2010-7-30,816.88
30_74_2010-12-17,24726.47
11_25_2011-9-9,4159.04
37_8_2010-12-17,866.43
25_9_2011-10-14,1662.69
0_29_2011-9-23,2592.32
35_12_2011-4-15,4664.84
21_30_2011-10-14,48037.17
29_35_2012-7-27,115.6
41_26_2011-6-3,19955.48
39_2_2010-6-25,19395.14
25_16_2012-5-18,9310.96
4_34_2010-4-16,1394.0
15_27_2010-8-27,6222.0
44_3_2010-7-23,6913.04
15_78_2012-8-10,7734.26
39_15_2012-2-24,4699.42
33_42_2011-10-21,6002.73
8_69_2012-10-26,18919.99
37_35_2012-4-6,210.34
26_16_2012-3-16,8.47
31_63_2010-8-20,8323.05
33_41_2012-10-26,1686.0
7_24_2011-1-28,3386.14
41_69_2011-11-18,41142.66
33_41_2011-7-29,1354.0
31_7_2012-9-21,538.32
34_10_2011-12-9,30336.39
41_17_2012-7-27,7055.25
34_27_2010-8-27,1859.0
42_53_2011-2-18,79.2
14_17_2010-4-2,4422.61
16_23_2011-7-8,1821.58
2_51_2010-8-27,557.49
35_63_2012-2-10,35841.66
19_16_2012-1-27,8158.29
6_79_2011-8-26,1302.48
32_12_2010-2-5,6293.62
20_46_2011-1-21,2242.41
25_47_2010-8-6,5.0
21_58_2011-3-18,33218.62
15_67_2010-12-24,1553.96
1_73_2010-9-24,50422.9
36_35_2011-7-22,198.65
2_8_2011-3-4,2.75
26_65_2012-1-20,9143.32
9_30_2010-3-19,64172.48
14_66_2011-9-30,16482.74
43_46_2011-12-2,2481.42
43_7_2010-12-3,8914.36
29_67_2011-12-2,3102.19
10_35_2012-10-5,6533.18
33_12_2012-3-30,7585.38
18_79_2011-7-15,10004.63
11_9_2011-12-9,4815.72
14_76_2010-9-3,75832.98
14_49_2011-1-28,103.75
9_56_2011-3-25,24078.32
42_73_2011-1-14,38032.36
9_34_2012-2-24,712.5
19_63_2010-2-5,46833.91
29_43_2010-11-26,1364.76
25_57_2012-2-17,5122.13
0_46_2011-12-16,3432.93
3_2_2010-3-19,17109.04
30_52_2010-3-5,36.79
33_23_2010-4-23,2173.5
37_56_2011-5-6,258.18
39_18_2010-5-7,1140.75
22_68_2012-8-3,737.2
28_66_2010-9-24,13356.47
23_49_2012-2-17,33.0
28_68_2010-2-5,1434.29
40_69_2010-3-19,7702.03
35_2_2012-9-7,19018.43
40_58_2011-1-28,7942.33
42_48_2011-9-9,4588.56
28_79_2010-6-25,12.1
44_52_2011-6-17,2021.17
17_3_2010-9-17,3813.73
21_26_2012-7-27,7305.41
22_33_2010-2-5,21137.79
43_17_2011-10-14,7378.19
10_62_2012-8-3,21446.69
2_51_2010-7-9,585.4
2_69_2010-9-3,15425.47
3_10_2011-2-25,73235.42
41_50_2010-9-17,2156.0
11_14_2010-10-1,21958.53
18_75_2012-4-27,41280.97
34_5_2011-7-8,9453.0
16_6_2012-7-27,33092.25
18_52_2012-10-12,7558.04
1_43_2011-4-15,79443.21
24_68_2011-6-17,1501.44
14_15_2011-5-13,7475.49
2_9_2012-4-20,2095.88
15_63_2010-6-18,35438.5
22_1_2012-9-14,13841.45
0_34_2011-5-20,1242.5
34_35_2012-6-15,5122.87
25_65_2010-11-26,16628.23
13_3_2010-4-23,2952.8
12_33_2010-12-24,72001.88
11_37_2011-5-27,6635.66
16_46_2010-8-20,1693.87
27_32_2011-4-1,18804.21
14_57_2012-6-22,5804.46
25_51_2011-6-17,672.44
10_34_2012-6-1,2025.5
9_51_2012-7-20,109.58
8_62_2012-4-20,24749.25
33_37_2011-2-25,5378.39
6_42_2012-6-15,8903.8
18_13_2010-10-15,5925.13
24_14_2010-5-14,20449.27
19_12_2012-10-19,5916.27
29_33_2012-5-18,10579.9
44_77_2010-9-17,4034.58
25_18_2012-5-18,833.87
23_55_2010-10-1,1325.84
8_5_2012-8-3,38696.79
30_3_2011-10-21,213.76
36_12_2010-4-16,1442.45
35_3_2011-5-27,6067.21
8_46_2011-3-18,3481.42
26_63_2012-2-24,4093.17
